a,b,c,d,e,f,g,h,i,j,k,l,m
-0.18770438,1.0756936,-0.20405716,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.41228986,0.9218654,-0.19168988,22.062735,2.6951616
-0.13995813,-0.93504035,0.099291675,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
-0.15392934,-0.93504035,0.2837799,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.14063632,-0.93504035,0.16078775,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13602448,-0.93504035,0.14616853,-0.033279225,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,2.174037,1.1473042,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.10238506,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,0.7751417,1.1473042,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.29951736,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.17237675,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.330374,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.1383304,-0.93504035,0.14632744,-0.033279225,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,1.1473042,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.102249414,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,0.7751417,1.2215706,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.104284056,-0.93504035,0.15681513,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
2.0300555,-0.93504035,5.3734937,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17210548,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,2.174037,0.2561076,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.17020647,-0.93504035,-0.12794186,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
0.5309312,1.0756936,1.1609331,0.118769236,-0.34974253,0.93045443,-0.07727383,-0.62375355,0.330374,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.1725124,1.0756936,-0.18689546,-0.031663675,0.0022882018,0.93045443,-0.07727383,-0.62375355,1.1473042,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.1015712,1.0756936,0.18605357,0.0071717543,0.0022882018,0.93045443,-0.07727383,-0.62375355,1.2215706,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,5.900353,0.9218654,7.5816236,-0.05374304,-0.37467143
-0.15813425,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.07010207,-0.93504035,0.60762745,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.15650654,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
0.08236045,-0.93504035,0.1763604,-0.028898591,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13873734,-0.93504035,0.1418781,-0.033279225,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.13792348,-0.93504035,0.1418781,-0.033279225,0.0022882018,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
0.09809501,-0.93504035,0.60762745,-0.030855896,0.35431895,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.06419543,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.29951736,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.0549208,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,1.4745893,1.1473042,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.16695105,1.0756936,-0.18689546,-0.031663675,-0.34974253,0.93045443,-0.07727383,1.0549208,-0.63508904,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.17237675,1.0756936,-0.18689546,-0.031663675,0.0022882018,0.93045443,-0.07727383,0.7751417,0.330374,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.09858706,1.0756936,0.18605357,0.008694103,0.35431895,0.93045443,-0.07727383,-0.62375355,1.1473042,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.06603278,1.0756936,0.18605357,0.008694103,0.7063497,0.93045443,-0.07727383,-0.62375355,-0.5608226,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13276905,-0.93504035,0.14362605,-0.033279225,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,-0.93504035,-0.20723525,-0.03697636,-0.34974253,0.93045443,-0.07727383,-0.62375355,0.03330845,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.15894811,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,6.048886,0.9218654,7.5816236,-0.05374304,-0.37467143
2.2272801,1.0756936,-0.17847352,5.0350547,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17237675,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,1.1473042,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.123816624,-0.93504035,0.18573576,-0.028898591,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.1025207,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,-0.62375355,1.2215706,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.09519599,-0.93504035,0.17922068,-0.028898591,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.5608226,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.1722411,1.0756936,-0.18689546,-0.031663675,0.0022882018,0.93045443,-0.07727383,0.29951736,0.2561076,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.13439676,-0.93504035,-0.1220624,-0.030855896,0.0022882018,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
0.71784705,-0.93504035,5.3792143,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.1722411,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-0.3339225,-0.19168988,-0.05374304,-0.37467143
-0.14131455,-0.93504035,0.92797905,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13860169,-0.93504035,0.9286147,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.09953656,1.0756936,0.18478234,0.008694103,-0.34974253,0.93045443,-0.07727383,1.2507662,-0.5608226,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,-0.34653285,-0.20723525,-0.03846764,0.0022882018,-1.0762843,-0.07727383,-0.62375355,0.2561076,-0.014654394,-0.19168988,-0.05374304,-0.31327477
-0.18322818,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.0549208,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18322818,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1640196,-0.19168988,-0.05374304,-0.37467143
-0.14755411,1.0756936,-0.20723525,-0.03846764,-0.34974253,0.93045443,-0.07727383,0.57929635,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.4394068,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,-0.6898289,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-0.82346696,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.29951736,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.1205612,-0.93504035,0.93083936,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,2.174037,0.9987714,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.13900861,-0.93504035,0.13965344,-0.033279225,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.1025207,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,1.2507662,0.9987714,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,-0.93504035,-0.20723525,-0.036665678,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.14748713,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.0549208,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17210548,1.0756936,-0.18689546,-0.031663675,-0.34974253,0.93045443,-0.07727383,1.2507662,0.18184122,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,0.92450505,-0.75961334,7.5816236,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.29951736,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.16030455,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.15677783,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.9987714,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.07091593,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,0.29951736,0.9987714,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.15528575,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17237675,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.18184122,-0.37649158,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
0.17961635,1.0756936,0.46461332,0.037929412,-0.34974253,0.93045443,-0.07727383,0.29951736,0.2561076,-0.35520706,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.15799862,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.9987714,-0.41906068,-0.19168988,-0.05374304,-0.37467143
-0.1259869,-0.93504035,0.14759867,-0.033279225,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.1015712,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,0.7751417,0.9987714,-0.41906068,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.29951736,6.1231523,0.9218654,7.5816236,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.49536267,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.0549208,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.3626777,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.107132554,-0.93504035,0.11851913,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.17210548,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,2.174037,0.18184122,-0.46162975,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,1.2507662,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1853042,-0.19168988,-0.05374304,2.6951616
-0.18770438,1.0756936,-0.14748713,-0.03846764,-0.7017733,-1.0762843,-0.07727383,2.174037,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,2.174037,0.8502387,-0.4403452,-0.19168988,-0.05374304,-0.37467143
-0.1326334,-0.93504035,0.60111237,-0.030855896,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.14748713,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.10238506,1.0756936,0.18605357,0.008694103,-0.34974253,0.93045443,-0.07727383,1.2507662,0.92450505,-0.4403452,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.7751417,-0.63508904,-1.1640196,-0.19168988,-0.05374304,2.6951616
0.15587886,-0.93504035,13.030151,-0.03060735,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.15759169,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13195519,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.18184122,-0.41906068,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,0.075694084,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.18770438,-0.93504035,-0.20723525,-0.03697636,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.33802348,0.9218654,1.7516385,-0.05374304,-0.37467143
-0.17264804,1.0756936,-0.18689546,-0.031663675,-0.7017733,-1.0762843,-0.07727383,-0.62375355,0.9987714,-0.39777613,-0.19168988,-0.05374304,-0.37467143
-0.15297982,-0.93504035,0.1735001,-0.029147137,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
-0.18770438,1.0756936,-0.20723525,-0.03846764,-0.7017733,-1.0762843,-0.07727383,-0.62375355,-0.63508904,-1.2065886,-0.19168988,-0.05374304,-0.37467143
-0.13331161,-0.93504035,0.603337,-0.030855896,-0.34974253,0.93045443,-0.07727383,-0.62375355,-0.63508904,0.9218654,-0.19168988,-0.05374304,-0.37467143
